Kingdom	Phylum	Class	Order	Family	Genus	SP.Fe.Su.a.1	SP.Fe.Su.a.2	SP.Fe.Su.B.1	SP.Fe.Su.B.2	SP.Fe.Su.C.1	SP.Fe.Su.C.2	SP.Fe.Su.Ch.1	SP.Fe.Su.Ch.2	SP.Fe.Su.Li.1	SP.Fe.Su.Li.2	SP.Fe.Su.m.1	SP.Fe.Su.m.2	SP.Fe.Su.NC.1	SP.Fe.Su.NC.2	SP.Fe.Su.P.1	SP.Fe.Su.P.2	SP.S.Su.a.1	SP.S.Su.a.2	SP.S.Su.B.1	SP.S.Su.B.2	SP.S.Su.C.1	SP.S.Su.C.2	SP.S.Su.Ch.1	SP.S.Su.Ch.2	SP.S.Su.Li.1	SP.S.Su.Li.2	SP.S.Su.m.1	SP.S.Su.m.2	SP.S.Su.NC.1	SP.S.Su.NC.2	SP.S.Su.P.1	SP.S.Su.P.2	SP.SO4.Su.a.1	SP.SO4.Su.a.2	SP.SO4.Su.B.1	SP.SO4.Su.B.2	SP.SO4.Su.C.1	SP.SO4.Su.C.2	SP.SO4.Su.Ch.1	SP.SO4.Su.Ch.2	SP.SO4.Su.Li.1	SP.SO4.Su.Li.2	SP.SO4.Su.m.1	SP.SO4.Su.m.2	SP.SO4.Su.NC.1	SP.SO4.Su.NC.2	SP.SO4.Su.P.1	SP.SO4.Su.P.2
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Rhodocyclaceae	Dechloromonas	21	0	19	0	0	0	0	0	0	0	67	27	22	36	0	21	20	25	0	0	0	0	0	0	0	0	15	40	0	0	0	0	19	15	0	0	0	0	0	0	0	0	14	22	53	51	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_KI89A	Gammaproteobacteria_KI89A	Gammaproteobacteria_KI89A	21	0	11	14	0	0	0	0	0	0	31	0	0	0	22	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_PLTA13	Gammaproteobacteria_PLTA13	Gammaproteobacteria_PLTA13	46	36	17	41	0	0	0	0	0	0	95	37	51	69	70	48	0	0	0	0	0	0	0	0	0	0	16	11	0	9	8	0	13	12	0	0	0	0	0	0	0	0	0	11	17	22	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosomonadaceae_mle1-7	30	26	0	0	0	0	0	6	0	0	70	38	31	57	33	22	0	0	0	0	0	0	0	0	0	0	0	26	0	0	8	0	17	15	0	0	0	0	0	0	0	0	12	14	55	21	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Nitrosomonadaceae	Nitrosomonadaceae_MND1	26	0	0	17	0	0	3	0	0	0	33	35	11	46	41	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	18	0	0	0	0	0	0	0	0	6	12	17	11	3	0
Bacteria	Proteobacteria	Gammaproteobacteria	Cellvibrionales	Halieaceae	Halieaceae_OM60	27	11	0	0	0	0	0	0	0	0	42	16	15	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Pseudomonadales	Pseudomonadaceae	Pseudomonas	0	7	0	0	0	0	0	0	0	0	0	0	0	7	67	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Acidiferrobacterales	Acidiferrobacteraceae	Sulfurifustis	19	0	0	23	0	0	0	0	0	0	57	20	11	41	16	19	7	0	0	3	0	0	0	0	0	0	9	21	0	7	0	0	0	32	0	0	0	0	0	0	0	0	4	16	31	40	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Hydrogenophilaceae	Thiobacillus	63	46	45	66	0	0	7	0	7	0	238	60	109	161	84	61	33	62	0	0	0	0	0	0	0	0	65	128	0	53	62	50	41	56	0	5	0	0	0	12	0	0	15	62	111	163	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Thiomicrospirales	Thiomicrospiraceae	Thiomicrorhabdus	0	0	0	0	0	0	0	0	0	0	14	5	18	0	0	0	16	9	0	0	0	0	0	0	0	0	10	17	0	0	0	0	0	0	0	2	0	0	0	0	0	0	10	16	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Arenicellales	Arenicellaceae	Arenicellaceae_unclass	0	0	0	0	0	0	0	0	0	0	36	41	0	33	0	0	0	26	0	0	0	0	0	0	0	0	18	0	11	15	18	0	24	31	0	0	0	0	0	0	0	0	0	0	62	28	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Oxalobacteraceae	Oxalobacteraceae_unclass	0	0	0	0	0	0	0	0	1535	3231	0	0	0	0	69	0	0	0	0	0	0	0	0	0	1215	1971	0	0	0	0	0	0	0	0	0	0	0	0	0	0	233	113	0	0	0	0	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Steroidobacterales	Steroidobacteraceae	Steroidobacteraceae_unclass	117	48	20	50	0	0	0	0	0	5	152	53	45	56	84	81	22	0	0	0	0	0	0	0	0	0	29	32	3	14	18	0	21	37	3	0	0	0	0	0	0	0	20	0	68	80	0	0
Bacteria	Proteobacteria	Gammaproteobacteria	Burkholderiales	Sutterellaceae	Sutterellaceae_unclass	11	0	0	0	0	0	0	0	0	0	23	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
Bacteria	Spirochaetota	Leptospirae	Leptospirales	Leptospiraceae	Leptospiraceae_RBG-16	0	0	65	155	10	43	0	0	0	0	180	261	117	151	110	41	17	10	0	0	20	30	16	8	0	0	1258	1986	392	181	44	20	0	0	0	0	357	55	51	74	0	0	8	1885	355	27	0	0
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Sediminispirochaeta	0	4	0	0	0	0	0	0	0	0	13	10	8	9	11	5	0	8	0	0	0	0	0	0	0	0	10	15	19	6	10	8	14	13	0	0	0	0	0	0	0	0	6	10	7	11	2	0
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta	81	39	22	83	0	0	0	0	0	0	194	84	117	159	100	132	44	88	0	4	0	0	0	0	0	16	101	155	70	136	91	31	176	196	6	0	0	0	3	0	0	0	107	103	233	253	0	0
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaeta_2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	7	0	0	0	0	0	0	102	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	172	135	0	0	0	0	0	0	0	0
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Treponema	212	0	540	41	36811	58084	8	131	6	0	47	25	12	13	4	20	0	5	0	0	16772	14922	43	65	0	3	11	0	0	0	0	0	0	0	0	0	21625	9206	6522	15616	2379	1698	53	21	0	18	0	0
Bacteria	Spirochaetota	Spirochaetia	Spirochaetales	Spirochaetaceae	Spirochaetaceae_unclass	11	20	0	0	0	4	81	47	25	52	65	30	28	58	8	0	51	117	0	0	48	25	27	18	9	5	146	344	100	88	14	13	44	29	11	552	220	0	78	80	0	0	244	152	155	253	35	54
Bacteria	Spirochaetota	Spirochaetota_V2072	Spirochaetota_V2072	Spirochaetota_V2072	Spirochaetota_V2072	0	0	0	0	31	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Archaea	Thermoplasmatota	Thermoplasmata	Methanomassiliicoccales	Methanomassiliicoccales_unclass	Methanomassiliicoccales_unclass	14	0	12	8	0	0	0	12	0	0	32	17	0	59	8	3	51	90	0	0	0	0	0	0	0	0	39	70	13	15	90	45	20	33	0	6	0	0	0	8	0	0	30	58	14	33	0	14
Archaea	Thermoplasmatota	Thermoplasmata	Thermoplasmata_marinebenthicD	Thermoplasmata_marinebenthicD	Thermoplasmata_marinebenthicD	44	42	0	63	0	5	28	30	0	14	253	105	92	386	84	29	407	660	0	0	0	0	0	0	0	0	174	612	153	278	566	309	285	414	24	24	0	0	25	67	0	0	280	249	429	424	26	60
Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiae_LD1PA32	Chlamydiae_LD1PA32	Chlamydiae_LD1PA32	8	12	0	0	0	0	0	0	0	0	12	0	11	0	0	0	12	13	0	0	0	0	0	0	0	0	0	22	0	6	0	0	14	16	0	6	0	0	0	0	0	0	5	11	33	27	0	0
Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Chlamydiales_cvE6	Chlamydiales_cvE6	0	0	0	2	0	0	0	0	0	0	0	0	0	22	0	0	0	12	0	0	0	0	0	0	0	0	7	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	9	0	6	0	0
Bacteria	Verrucomicrobiota	Chlamydiae	Chlamydiales	Simkaniaceae	Simkaniaceae_unclass	0	0	0	0	0	0	0	0	0	0	0	9	0	4	0	0	0	8	0	0	0	0	0	0	0	0	8	12	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	9	0	10	0	0
Bacteria	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellae_WCHB1	Kiritimatiellae_WCHB1	Kiritimatiellae_WCHB1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	520	68	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Verrucomicrobiota	Kiritimatiellae	Kiritimatiellales	Kiritimatiellaceae	Kiritimatiellaceae_R76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	10	2	4	5	0	7	0	0	0	0	0	0	0	0	0	3	7	0	5	0	2
Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallales	Victivallales	0	0	36	4	524	1892	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Verrucomicrobiota	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Verrucomicrobiota	Omnitrophia	Omnitrophales	Omnitrophaceae	Cand__Omnitrophus	0	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	18	0	0	0	0	22	10	0	0	0	0	0	0	0	0	0	0	8	0	0	0
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_Bin063	34	0	0	11	0	0	0	0	0	0	36	14	19	20	14	14	0	0	0	0	0	0	0	0	0	0	18	33	0	0	13	0	8	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Opitutales	Opitutaceae	Lacunisphaera	36	6	38	0	5071	4878	0	0	0	0	17	0	0	0	38	0	0	0	0	0	5369	4709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2998	0	0	0	0	0	0	5	0	0	0
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae	17	0	0	5	0	0	0	0	0	0	19	21	14	12	0	0	8	34	0	0	0	0	0	0	0	0	24	61	10	0	22	0	0	9	0	0	0	0	0	0	0	0	15	31	41	0	0	0
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Pedosphaerales	Pedosphaeraceae	Pedosphaeraceae_unclass	7	0	5	0	0	0	0	0	0	3	0	0	0	0	0	7	9	0	0	0	0	0	0	0	0	0	0	20	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	14	11	16	0	3
Bacteria	Verrucomicrobiota	Verrucomicrobiae	Verrucomicrobiae_LD1PB3	Verrucomicrobiae_LD1PB3	Verrucomicrobiae_LD1PB3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	64	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	8	24	0	0	0	0	0	0	0	0
Bacteria	Verrucomicrobiota	Verrucomicrobiota_unclass	Verrucomicrobiota_unclass	Verrucomicrobiota_unclass	Verrucomicrobiota_unclass	14	0	0	0	0	0	0	0	0	0	0	14	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0
Bacteria	Zixibacteria	Zixibacteria	Zixibacteria	Zixibacteria	Zixibacteria	11	0	0	0	0	0	0	0	0	0	29	17	5	24	31	7	34	39	0	0	0	0	0	0	3	0	33	80	27	24	29	9	58	76	0	0	0	0	0	0	0	0	25	63	85	117	0	0
