Kingdom	Phylum	Class	Order	Family	Genus	SP.Fe.Su.a.1	SP.Fe.Su.a.2	SP.Fe.Su.B.1	SP.Fe.Su.B.2	SP.Fe.Su.C.1	SP.Fe.Su.C.2	SP.Fe.Su.Ch.1	SP.Fe.Su.Ch.2	SP.Fe.Su.Li.1	SP.Fe.Su.Li.2	SP.Fe.Su.m.1	SP.Fe.Su.m.2	SP.Fe.Su.NC.1	SP.Fe.Su.NC.2	SP.Fe.Su.P.1	SP.Fe.Su.P.2	SP.S.Su.a.1	SP.S.Su.a.2	SP.S.Su.B.1	SP.S.Su.B.2	SP.S.Su.C.1	SP.S.Su.C.2	SP.S.Su.Ch.1	SP.S.Su.Ch.2	SP.S.Su.Li.1	SP.S.Su.Li.2	SP.S.Su.m.1	SP.S.Su.m.2	SP.S.Su.NC.1	SP.S.Su.NC.2	SP.S.Su.P.1	SP.S.Su.P.2	SP.SO4.Su.a.1	SP.SO4.Su.a.2	SP.SO4.Su.B.1	SP.SO4.Su.B.2	SP.SO4.Su.C.1	SP.SO4.Su.C.2	SP.SO4.Su.Ch.1	SP.SO4.Su.Ch.2	SP.SO4.Su.Li.1	SP.SO4.Su.Li.2	SP.SO4.Su.m.1	SP.SO4.Su.m.2	SP.SO4.Su.NC.1	SP.SO4.Su.NC.2	SP.SO4.Su.P.1	SP.SO4.Su.P.2
Bacteria	Chloroflexi	Anaerolineae	Anaerolineae_SJA-15	Anaerolineae_SJA-15	Anaerolineae_SJA-15	52	53	0	21	0	0	0	0	0	20	120	69	54	91	41	34	18	69	0	0	0	0	0	0	0	18	40	54	43	21	32	25	48	59	0	0	0	0	2	0	0	7	22	32	92	47	8	21
Bacteria	Chloroflexi	Anaerolineae	Anaerolineae_unclass	Anaerolineae_unclass	Anaerolineae_unclass	30	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	GWD2-49-16	0	11	0	16	0	0	6	0	15	29	159	92	0	113	0	27	34	52	0	0	0	0	0	0	26	8	112	259	52	51	104	29	77	93	0	0	0	0	0	12	0	0	34	35	115	132	0	11
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Leptolinea	83	56	17	42	142	148	45	32	0	0	171	76	10	107	30	32	68	189	0	0	27	201	0	0	19	0	109	231	48	41	118	0	131	111	64	0	1031	0	0	5	0	11	126	70	277	226	59	114
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Longilinea	0	0	0	0	0	0	0	0	0	6	14	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	18	29	0	0
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Ornatilinea	97	33	0	0	16	0	0	0	0	0	0	0	0	0	0	0	30	78	0	0	1803	518	0	0	0	0	0	14	0	0	0	0	0	0	26	0	195	0	0	0	5	0	0	6	0	4	38	65
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Pelolinea	0	0	0	0	0	0	0	0	0	0	24	10	0	24	0	0	10	19	0	0	0	0	0	0	0	0	11	25	0	12	10	7	35	14	0	0	0	0	0	0	0	0	15	13	42	21	0	0
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_RBG-16	67	50	16	47	0	0	0	0	0	0	137	114	78	182	69	76	75	67	0	0	0	0	0	0	33	28	129	298	117	188	98	77	137	237	13	0	0	0	0	0	0	16	138	134	311	288	0	0
Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclass	1743	881	81	262	22	107	2176	2704	85	247	1829	601	506	1517	195	333	418	919	5	23	0	10	0	0	665	611	1050	1818	364	463	782	327	1064	1193	177	51	62	0	34	63	542	274	610	658	2366	1820	203	336
Bacteria	Chloroflexi	Chloroflexi_JG30-KF	Chloroflexi_JG30-KF	Chloroflexi_JG30-KF	Chloroflexi_JG30-KF	0	0	0	0	0	0	0	0	0	0	37	13	0	0	11	13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Chloroflexi	Chloroflexi_KD4-96	Chloroflexi_KD4-96	Chloroflexi_KD4-96	Chloroflexi_KD4-96	115	62	16	38	0	0	0	0	0	0	306	91	110	84	43	111	0	13	0	0	0	0	0	0	0	0	26	0	0	0	0	5	0	43	0	0	0	0	0	0	0	0	0	0	43	69	0	0
Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_GIF3	Dehalococcoidia_GIF3	Dehalococcoidia_GIF3	0	0	0	0	0	0	0	0	0	0	0	0	0	20	0	0	38	47	0	0	0	0	0	0	0	0	26	70	10	25	60	17	22	25	0	0	0	0	8	0	0	0	26	40	97	81	0	0
Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_GIF9	Dehalococcoidia_GIF9	Dehalococcoidia_GIF9	0	0	0	10	0	0	0	0	0	0	19	13	0	20	3	0	0	0	0	0	0	0	0	0	0	0	0	17	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	27	11	0	0
Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_GIF9	Dehalococcoidia_GIF9	Dehalococcoidia_GIF9	36	0	3	0	0	2	0	0	0	0	18	10	8	37	9	8	10	17	0	0	0	0	0	0	8	0	42	30	0	13	11	0	4	12	0	0	0	0	0	0	0	0	12	37	38	22	0	9
Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_MSBL5	Dehalococcoidia_MSBL5	Dehalococcoidia_MSBL5	0	0	0	9	0	0	0	0	0	2	15	0	19	30	0	0	36	65	0	0	0	0	0	0	0	0	48	71	26	32	47	37	26	70	7	0	0	0	0	0	13	0	53	49	49	59	5	0
Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_SAR202	Dehalococcoidia_SAR202	Dehalococcoidia_SAR202	0	0	0	0	0	0	0	0	0	0	12	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	9	4	0	0	0	0	0	0	0	0	0	0	7	7	0	0
Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_unclass	Dehalococcoidia_unclass	Dehalococcoidia_unclass	0	0	0	0	0	0	0	0	0	0	12	0	0	7	0	0	0	12	0	0	0	0	0	0	0	0	0	14	0	0	5	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_vadinBA	Dehalococcoidia_vadinBA	Dehalococcoidia_vadinBA	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	31	0	0	0	0	0	0
Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	Cloacimonadaceae	Cloacimonadaceae	4	0	0	0	0	0	0	0	28	90	0	0	0	0	0	0	0	0	0	0	40	108	0	0	452	900	0	11	0	3	0	0	7	9	1307	1063	78	0	166	196	2534	1048	0	6	0	9	292	905
Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	Cloacimonadales	Cloacimonadales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	126	0	0	449	799	0	0	6	0	10	0	0	0
Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	Cloacimonadales_PBS18	Cloacimonadales_PBS18	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	40	91	0	0	0	0	0	0	0	0	28	140	35	26	67	27	16	27	19	10	0	0	19	42	0	0	31	41	83	94	35	15
Bacteria	Cloacimonadota	Cloacimonadia	Cloacimonadales	Cloacimonadales_SHA-4	Cloacimonadales_SHA-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	63	117	0	0	0	0	0	0	0	0	0	0	1891	0	239	377	0	0	0	0	0	0	0	0
Bacteria	Cyanobacteria	Cyanobacteriia	Chloroplast	Chloroplast	Chloroplast	67	21	19	28	0	2	0	0	0	0	150	56	38	50	67	25	0	16	0	0	0	0	0	0	0	0	0	0	0	0	5	7	6	19	0	2	0	0	0	0	0	0	10	9	38	33	0	0
Bacteria	Cyanobacteria	Cyanobacteriia	Synechococcales	Cyanobiaceae	Cyanobium_PCC-6307	55	0	14	13	0	0	0	0	0	0	98	0	29	33	20	0	0	12	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0
Bacteria	Cyanobacteria	Sericytochromatia	Sericytochromatia	Sericytochromatia	Sericytochromatia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1970	151	0	0	0	0	0	0	0	0	0	0
Bacteria	Desulfobacterota	Desulfarculia	Desulfarculales	Desulfarculaceae	Desulfarculaceae_unclass	0	0	0	0	0	0	0	0	29	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Desulfobacterota	Desulfobaccia	Desulfobaccales	Desulfobaccaceae	Desulfobacca	69	97	63	107	5	0	7	14	0	11	493	158	255	332	88	211	49	58	0	0	0	0	0	0	15	24	78	148	66	100	105	72	339	313	10	11	0	0	47	37	13	0	290	434	582	443	0	0
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae_unclass	0	0	0	0	0	0	0	0	0	5	11	9	0	26	0	0	27	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	304	34	8	0	0	21	14	0	0	101	83	92	85	20	0
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfosarcinaceae_unclass	0	0	0	25	0	0	0	0	0	0	53	37	14	85	41	51	48	115	0	8	0	0	0	0	6	10	58	139	26	20	53	28	159	108	0	0	0	0	0	0	0	13	78	122	146	119	0	11
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacterales	Desulfatiferula	35	30	0	0	0	0	103	85	322	853	170	111	0	0	0	0	343	477	0	0	0	0	0	0	40	52	0	0	46	116	0	0	4027	643	277	2000	0	0	281	183	319	204	2860	671	806	6	9	0
Bacteria	Desulfobacterota	Desulfobacteria	Desulfatiglandales	Desulfatiglandaceae	Desulfatiglans	77	55	25	69	0	0	0	0	0	13	95	120	60	141	83	98	88	142	5	0	0	0	0	0	0	0	156	187	94	116	111	59	174	281	0	13	0	0	11	0	13	0	148	190	410	376	0	17
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfatirhabdium	13	0	0	9	0	0	0	0	0	0	68	24	34	56	19	18	82	63	0	0	0	0	0	0	0	0	26	43	0	12	12	0	57	70	0	0	19	0	0	0	0	0	53	68	54	69	0	0
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfatitalea	0	0	0	9	0	0	0	0	0	13	27	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacterales_unclass	Desulfobacterales_unclass	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	60	271	0	0	0	47	41	0	0	0	0	0	0	64	54
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacterium	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	17	26	11	0	0	0
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulforegulaceae	Desulforegula	0	0	12	12	0	0	109	63	0	0	0	0	477	639	0	0	0	5	0	0	0	0	0	0	87	120	0	0	0	0	0	0	0	0	27720	17980	7	0	2080	1708	0	0	19	17	95	0	0	0
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfosarcinaceae_SEEP	30	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	24	9	0	0	0	0	0	0	0	0	0	15	18	32	0	34	27	0	0	0	0	0	0	0	0	0	21	0	0	0	0
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Sva0081_sediment_group	0	0	0	0	0	0	0	0	0	0	24	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	23	0	0	0	0	15	0	0	0	0	0	0	0	0	0	12	8	54	92	0	0
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae_unclass	0	0	0	6	0	0	0	0	0	0	0	0	7	0	0	6	38	59	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	34	0	0	0	0	0	0	0	0	0	0	52	0	0	0
Bacteria	Desulfobacterota	Desulfobacteria	Desulfobacterales	Desulfosarcinaceae	Desulfosarcinaceae_unclass	8	0	0	8	0	0	0	0	0	0	10	10	6	9	18	0	7	0	0	0	0	0	0	0	0	0	0	22	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	12	9	16	0	3
Bacteria	Desulfobacterota	Desulfobacterota_unclass	Desulfobacterota_unclass	Desulfobacterota_unclass	Desulfobacterota_unclass	41	0	0	20	0	0	0	0	0	0	23	19	12	26	23	0	23	19	0	0	0	0	0	0	0	0	0	20	0	27	0	11	18	16	0	0	0	0	0	0	0	0	0	33	27	42	0	0
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfocapsaceae_unclass	450	333	367	752	0	0	34	62	513	724	12866	6186	9857	8475	4601	4644	184	246	0	0	0	0	0	0	0	0	0	0	60	77	0	0	4774	2353	120	180	0	0	91	109	76	60	1610	3133	3474	2583	0	0
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfobacterium_catecholicum.g	0	0	0	0	0	0	0	0	15	48	0	0	0	0	0	0	18	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	38	80	33	42	298	143	0	0
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfobulbaceae	Desulfobulbus	50	23	0	0	39	107	6	0	518	1205	56	43	0	40	10053	11930	37	28	0	0	328	126	0	0	282	394	21	41	179	303	34437	26284	0	14	0	0	1726	67	682	877	321	244	100	62	350	146	27930	39417
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfocapsa	41	0	0	74	0	0	13	0	0	0	339	235	80	164	164	373	1266	7651	0	15	10	0	0	0	0	0	24851	23921	20293	13551	1039	621	58	127	0	0	0	0	10	0	0	0	269	275	245	223	0	7
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfoprunum	0	0	0	0	0	0	0	0	543	591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfurivibrionaceae	Desulfurivibrio	0	0	672	1681	0	0	91	50	0	0	19830	15257	16000	27969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfurivibrionaceae	Desulfurivibrionaceae_MSBL7	0	0	12	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Desulfobacterota	Desulfobulbia	Desulfobulbales	Desulfocapsaceae	Desulfocapsaceae_unclass	1529	1218	4919	10711	0	20	34	53	132	158	655	335	78	75	10981	13889	30	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1681	918	0	103	0	0	139	370	252	153	476	715	1590	560	0	0
Bacteria	Desulfobacterota	Desulfomonilia	Desulfomonilales	Desulfomonilaceae	Desulfomonile	89	51	0	71	0	0	0	10	0	14	337	88	168	139	102	63	18	0	0	0	0	0	0	0	0	7	31	49	11	16	0	29	63	31	0	0	0	0	5	3	0	0	17	20	80	80	0	0
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	3369	2796	250	205	0	31	257	376	5950	10000	1398	1040	355	533	925	620	8617	12330	2520	15749	1579	630	110	112	5548	9189	1154	2125	1018	3304	1973	1939	12349	14603	7762	5072	2049	82	4210	4991	6077	4526	17027	12401	16897	13133	208	346
Bacteria	Desulfobacterota	Desulfovibrionia	Desulfovibrionales	Desulfovibrionaceae	Desulfovibrio	36	6	59	235	10	15	28	33	403	1306	0	18	0	36	48	14	113	157	284	212	136	46	22	23	1899	2770	148	491	49	58	12	0	30	46	4785	1424	3164	63	223	417	517	474	121	747	303	152	0	0
Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacteraceae_unclass	25688	22994	14	52	136	277	71	61	622	1087	1337	738	2048	3754	6583	10643	0	0	0	0	61	12	0	0	0	0	0	0	0	0	0	0	28	0	0	0	0	65	36	0	0	0	173	24	157	223	0	0
Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Citrifermentans	0	0	0	0	21	34	116	82	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadia	Desulfuromonadaceae	Desulfuromonadaceae	0	0	0	0	0	0	0	0	83	179	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadia_MA28	Desulfuromonadia_MA28	Desulfuromonadia_MA28	0	0	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadia	Desulfuromonadia_unclass	Desulfuromonadia_unclass	790	353	0	0	0	0	0	0	0	55	6533	6499	2813	5878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadia_unclass	Desulfuromonadia_unclass	Desulfuromonadia_unclass	150	89	0	0	0	0	0	0	114	171	0	13	989	4369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacter	10464	8509	0	0	224	555	2911	3282	11741	16611	2211	1365	995	1866	12	0	3866	4981	0	0	838	239	28	22	711	818	6855	5082	107	47	0	0	12	261	0	0	0	741	0	0	0	0	0	30	0	11	0	0
Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Trichlorobacter	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	17620	18022	0	0	256	0	56	42	1209	1309	1838	4812	2141	3374	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0
Bacteria	Desulfobacterota	Desulfuromonadia	Desulfuromonadia	Desulfuromonadaceae	Trichloromonas	0	0	0	0	68	189	767	596	0	0	14	0	0	0	0	0	2014	2118	0	0	50	21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Desulfobacterota	Desulfuromonadia	Geobacterales	Geobacteraceae	Geobacteraceae_unclass	1418	902	0	0	8	16	0	0	46	121	32	35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	51	30	0	0
Bacteria	Desulfobacterota	Dissulfuribacteria	Dissulfuribacterales	Dissulfuribacteraceae	Dissulfuribacteraceae_SEEP	0	8	0	0	0	0	0	0	0	0	27	26	0	25	15	12	0	8	0	0	0	0	0	0	0	0	9	16	6	10	15	6	13	17	3	0	0	0	0	0	0	0	10	20	10	8	4	0
Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Smithellaceae	Smithella	10	0	35	98	0	0	162	144	224	480	554	388	254	699	347	154	19	15	0	0	0	0	0	0	407	712	3257	2617	1793	2866	265	112	0	24	0	5	0	0	120	169	401	179	1066	5372	6874	4040	8	16
Bacteria	Desulfobacterota	Syntrophia	Syntrophales	Syntrophaceae	Syntrophus	92	32	36	64	0	0	24	0	0	0	71	144	89	415	214	229	424	466	29	38	0	0	0	0	31	72	1736	2160	1514	1082	1339	756	512	810	47	22	0	0	19	28	0	0	287	526	588	538	46	71
Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacteraceae_unclass	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	22	19	0	0	0	0	0	0	0	0	14	53	9	23	0	0
Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Desulfovirga	23	0	0	0	0	0	0	0	0	0	0	0	14	31	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	91	137	7	10	0	0	65	38	0	12	163	247	203	196	0	0
Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	0	0	0	9	0	0	0	0	0	15	30	0	0	0	8	14	30	34	0	0	0	0	0	0	0	0	33	0	11	0	24	0	69	100	0	0	0	0	21	56	15	0	113	163	325	288	0	0
Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacterales_unclass	Syntrophobacterales_unclass	0	0	0	18	0	0	0	0	0	0	43	19	27	0	20	16	0	22	0	0	0	0	0	0	0	0	0	29	5	14	17	10	20	25	0	0	0	0	0	0	0	0	16	0	62	48	0	0
Bacteria	Desulfobacterota	Syntrophobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacteraceae_unclass	0	0	0	0	0	0	0	0	0	0	0	22	0	21	16	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	13	0	0	0	0	0	0	0	0	0	373	285	0	23	15	20	0	0
Bacteria	Elusimicrobiota	Endomicrobia	Endomicrobiales	Endomicrobiaceae	Endomicrobium	0	0	0	0	34	17	0	0	0	0	0	0	6	0	803	1621	0	0	0	0	73	42	16675	14374	0	0	6	0	0	7	0	0	0	0	0	0	1634	0	7734	9741	0	0	7	0	0	0	0	0
Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	2	0	0	0	0	0	0	0	0	0	6	0	8	0	0	3	0	5	4	355	0	0	0	0	0	0	2	6	0	0	0	0	0	0	0	4	0	0	0	2	0	0	0	6	7	5	0	0
Bacteria	Fibrobacterota	Chitinivibrionia	Chitinivibrionia_unclass	Chitinivibrionia_unclass	Chitinivibrionia_unclass	7	0	0	6	0	0	0	0	0	0	16	0	11	29	0	14	0	26	0	0	0	0	0	0	0	3	0	33	6	18	22	4	29	25	0	0	0	0	0	0	6	0	21	33	29	51	0	0
Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	0	0	0	0	25	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	672	1833	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Fibrobacterota	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacteraceae_unclass	0	4	63	3	13734	12055	0	0	0	0	0	0	0	0	0	4	0	0	0	0	1162	2948	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2649	49	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasmataceae_unclass	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	70	0	0	0	0	0	0	0	0	0	0	0	0	120	37	0	0	0	0	0	0	0	0	8	0	0	0	7	0	24	38
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasma	231	80	0	23	0	0	0	8	0	7	23	15	0	0	4	15	235	451	20	23	0	0	0	0	0	0	421	400	172	150	703	338	567	804	643	153	673	108	0	0	25	26	166	305	273	101	0	0
Bacteria	Firmicutes	Bacilli	Bacilli_RF39	Bacilli_RF39	Bacilli_RF39	0	0	0	0	23	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	27	45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelotrichaceae	Erysipelothrix	188	98	0	0	7	20	1717	2887	0	8	0	0	4	0	8	0	17	47	6	0	0	5	0	0	39	96	283	160	45	0	102	50	37	41	0	0	165	368	1184	3330	27	12	81	94	583	57	369	601
Bacteria	Firmicutes	Bacilli	Acholeplasmatales	Acholeplasmataceae	Acholeplasmataceae_EUB33	38	96	0	0	0	0	0	0	10	91	0	0	0	0	0	0	7	44	0	0	0	0	0	0	13	16	0	0	0	0	13	36	0	0	0	0	86	82	0	0	0	0	0	22	0	0	4242	5217
Bacteria	Firmicutes	Bacilli	Izemoplasmatales	Izemoplasmataceae	Izemoplasmataceae	348	240	31	70	42	98	5	8	307	1568	25	23	9	34	57	93	1010	2411	703	1573	0	0	0	0	748	1222	2299	2925	1418	993	4133	2231	1955	2128	5003	1953	5212	513	425	558	467	328	2715	2784	1982	887	582	1013
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus	99	0	48	0	0	21	510	694	18	0	49	35	27	138	0	14	13	0	0	0	0	0	0	17	139	105	25	0	0	17	17	0	0	28	0	0	31	2698	400	713	118	76	26	19	0	32	0	0
Bacteria	Firmicutes	Bacilli	Erysipelotrichales	Erysipelatoclostridiaceae	Erysipelatoclostridiaceae_UCG4	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11	439	0	0	0	0	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Clostridia	Hungateiclostridiaceae	Hungateiclostridiaceae_unclass	0	4	0	0	126	247	84	156	487	917	0	0	0	0	0	0	0	0	0	0	0	14	0	0	216	470	48	0	0	0	0	0	0	0	0	0	59	0	393	528	918	338	0	0	0	0	0	0
Bacteria	Firmicutes	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospiraceae_unclass	0	21	0	0	76	115	0	0	1205	2072	0	0	0	42	0	0	0	0	0	0	0	51	0	0	8612	11847	0	15	0	0	0	15	0	0	0	0	15	482	561	921	3317	1709	0	0	0	0	0	0
