kingdom	phylum	class	order	family	genus	MeanRelAbund	niche_breadth	category	colorcode
Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacterales_B122	Fibrobacterales_B122	-4.934933717	5.452830189	medium	Other
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola	-5.561836187	1.975609756	medium	Other
Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium	-4.510438262	4.236401674	medium	Other
Bacteria	Actinobacteria	Actinobacteria	Frankiales	Sporichthyaceae	hgcI clade	-5.580617434	2.882352941	medium	Other
Bacteria	Fusobacteria	Fusobacteriia	Fusobacteriales	Leptotrichiaceae	Leptotrichiaceae	-4.816247035	2.982608696	medium	Other
Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellales	Gaiellales	-5.237427268	1.994475138	medium	Other
Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellales	Gaiellales	-3.181711681	2.742578242	medium	Other
Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellales	Gaiellales	-3.949317285	3.776503575	medium	Other
Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellaceae	Gaiella	-4.011160346	5.32227421	medium	Other
Bacteria	Actinobacteria	Thermoleophilia	Gaiellales	Gaiellales	Gaiellales	-3.713446424	5.588082355	medium	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria Incertae Sedis	Unknown Family	Arenicella	-3.925640514	6.401925134	medium	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_1013-28-CG33	Gammaproteobacteria_1013-28-CG33	Gammaproteobacteria_1013-28-CG33	-5.375970136	3	medium	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_KI89A 	Gammaproteobacteria_KI89A 	Gammaproteobacteria_KI89A 	-4.301150712	4.195656895	medium	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_NKB5	Gammaproteobacteria_NKB5	Gammaproteobacteria_NKB5	-5.561966954	1.689655172	medium	Other
Bacteria	Cyanobacteria	Melainabacteria	Gastranaerophilales	Gastranaerophilales	Gastranaerophilales	-5.275322869	3.813559322	medium	Other
Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes_S0134	Gemmatimonadetes_S0134	Gemmatimonadetes_S0134	-5.308731071	1.991150442	medium	Other
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halanaerobiales_64K2	Halanaerobiales_64K2	-5.476998589	2.631578947	medium	Other
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriales_DHVEG-6	Halobacteriales_DHVEG-7	-5.494766252	1.528301887	medium	Other
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriales_DHVEG-8	Halobacteriales_DHVEG-8	-5.603685901	1.96	medium	Other
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriales_MEG	Halobacteriales_MEG	-5.79711095	2	medium	Other
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriales_DHVEG-12	Halobacteriales_DHVEG-12	-5.584572734	2.882352941	medium	Other
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriales_DHVEG-10	Halobacteriales_DHVEG-10	-5.085585724	3.096774194	medium	Other
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriales_SM1K20	Halobacteriales_SM1K20	-5.301187655	3.62962963	medium	Other
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriales_MEG	Halobacteriales_MEG	-4.921063912	5.950819672	medium	Other
Bacteria	Acidobacteria	Holophagae	Holophagae_Subgrp23	Holophagae_Subgrp23	Holophagae_Subgrp23	-4.548353533	4.260358689	medium	Other
Bacteria	Acidobacteria	Holophagae	Holophagae_Subgrp7	Holophagae_Subgrp7	Holophagae_Subgrp7	-5.022095773	2.43812709	medium	Other
Bacteria	Acidobacteria	Holophagae	Holophagae_Subgrp7	Holophagae_Subgrp7	Holophagae_Subgrp7	-5.286072986	2.528089888	medium	Other
Bacteria	Acidobacteria	Holophagae	Holophagae_TPD-58	Holophagae_TPD-58	Holophagae_TPD-58	-4.965308929	2.647969052	medium	Other
Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	unclassified_Holophagacae	-4.948409934	5.64516129	medium	Other
Bacteria	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	Hydrogenophilaceae	-4.819655849	5.21182266	medium	Other
Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales	Ignavibacteriales_IheB3-7	Ignavibacteriales_IheB3-7	-4.409280299	4.139280125	medium	Other
Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales	Ignavibacteriales_PHOS-HE36	Ignavibacteriales_PHOS-HE36	-2.727036693	4.357508715	medium	Other
Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales	Ignavibacteriales	Ignavibacteriales	-4.900021345	4.651376147	medium	Other
Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales	Ignavibacteriales_LD-RB-34	Ignavibacteriales_LD-RB-34	-3.328915731	6.864314245	medium	Other
Bacteria	Chloroflexi	Ktedonobacteria	Ktedonobacteria	Ktedonobacteria	Ktedonobacteria	-5.451618486	2	medium	Other
Bacteria	Firmicutes	Bacilli	Lactobacillales	Lactobacillaceae	Lactobacillus	-5.189278952	2.086705202	medium	Other
Bacteria	Firmicutes	Bacilli	Lactobacillales	Carnobacteriaceae	Trichococcus	-2.770456572	3.500626212	medium	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Aquicella	-5.230734157	1.840764331	medium	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Legionellaceae	Legionella	-4.838606846	3.160228898	medium	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Legionellales	Coxiellaceae	Coxiella	-4.556654894	3.208015267	medium	Other
Bacteria	Lentisphaerae	Lentisphaerae_BS5	Lentisphaerae_BS5	Lentisphaerae_BS5	Lentisphaerae_BS5	-3.908113202	2.317238362	medium	Other
Bacteria	Lentisphaerae	Lentisphaerae_PBS-III-20	Lentisphaerae_PBS-III-20	Lentisphaerae_PBS-III-20	Lentisphaerae_PBS-III-20	-5.17573735	1.834862385	medium	Other
Bacteria	Lentisphaerae	Lentisphaerae_R76-B128	Lentisphaerae_R76-B128	Lentisphaerae_R76-B128	Lentisphaerae_R76-B128	-4.70858601	6.898089172	medium	Other
Bacteria	Lentisphaerae	Lentisphaerae_WCHB1-41	Lentisphaerae_WCHB1-41	Lentisphaerae_WCHB1-41	Lentisphaerae_WCHB1-41	-5.287709212	2.655737705	medium	Other
Bacteria	Lentisphaerae	Lentisphaerae_WCHB1-41	Lentisphaerae_WCHB1-41	Lentisphaerae_WCHB1-41	Lentisphaerae_WCHB1-41	-4.96117514	3.681992337	medium	Other
Bacteria	Lentisphaerae	Lentisphaerae_WCHB1-41	Lentisphaerae_WCHB1-41	Lentisphaerae_WCHB1-41	Lentisphaerae_WCHB1-41	-4.350245474	6.182803216	medium	Other
Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacterium	-3.804205762	1.712114816	medium	Other
Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanospirillaceae	Methanospirillum	-4.87488348	1.706598985	medium	Other
Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiales_WCHA2-08	Methanomicrobiales_WCHA2-08	-4.364592916	1.958220025	medium	Other
Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanomethylovorans	-3.803527835	4.542533235	medium	Other
Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanolobus	-3.638337539	5.445064562	medium	Other
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcaceae	Arthrobacter	-4.893635897	1.941747573	medium	Other
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Microbacteriaceae	Lysinimonas	-5.126886134	2	medium	Other
Bacteria	Tenericutes	Mollicutes	Mollicutes_EUB33-2	Mollicutes_EUB33-2	Mollicutes_EUB33-2	-2.16180571	3.201364857	medium	Other
Bacteria	Tenericutes	Mollicutes	Mollicutes_RF9	Mollicutes_RF9	Mollicutes_RF9	-4.286188777	2.968596663	medium	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcales_0319-6G20	Myxococcales_0319-6G20	-5.281707173	1.550458716	medium	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinaceae	-5.44169978	1.923076923	medium	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcales	Myxococcales	-5.151208826	2.242236025	medium	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcales_0319-6G20	Myxococcales_0319-6G20	-5.270042201	2.528089888	medium	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcales	Myxococcales	-4.784103189	3.331825038	medium	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcales_0319-6G20	Myxococcales_0319-6G20	-4.848393427	3.652968037	medium	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Haliangiaceae	Haliangium	-4.944948757	4.551181102	medium	Other
Bacteria	Proteobacteria	Betaproteobacteria	Nitrosomonadales	Nitrosomonadaceae	Nitrosomonadaceae	-3.47765805	6.524097574	medium	Other
Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospirales_Sh765B-TzT-35	Nitrospirales_Sh765B-TzT-35	-4.91226215	2.418410042	medium	Other
Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospirales_0319-6A21	Nitrospirales_0319-6A21	-4.953778991	2.922077922	medium	Other
Bacteria	Lentisphaerae	Oligosphaeria	Oligosphaerales	Oligosphaerales	Oligosphaerales	-4.990703101	3.792592593	medium	Other
Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus	-2.151164563	2.571774757	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerae_CCM11a	Phycisphaerae_CCM11a	Phycisphaerae_CCM11a	-5.505201733	2.454545455	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerae_CCM11a	Phycisphaerae_CCM11a	Phycisphaerae_CCM11a	-4.572105617	5.875536481	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerae_CPla-3	Phycisphaerae_CPla-3	Phycisphaerae_CPla-3	-3.223053019	2.377628401	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerae_mle1-8	Phycisphaerae_mle1-8	Phycisphaerae_mle1-8	-5.746206136	1.923076923	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerae_mle1-8	Phycisphaerae_mle1-8	Phycisphaerae_mle1-8	-5.116191195	3.841269841	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerae_mle1-8	Phycisphaerae_mle1-8	Phycisphaerae_mle1-8	-4.542807426	6.233822261	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerae_MSBL9	Phycisphaerae_MSBL9	Phycisphaerae_MSBL9	-4.971264816	4.558139535	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerae_Pla1 	Phycisphaerae_Pla1 	Phycisphaerae_Pla1 	-5.490861745	1.923076923	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerae_S15A-MN16	Phycisphaerae_S15A-MN16	Phycisphaerae_S15A-MN16	-4.934937186	4.982758621	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerae_SHA-43	Phycisphaerae_SHA-43	Phycisphaerae_SHA-43	-5.159796597	2.329032258	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerae_WD2101	Phycisphaerae_WD2101	Phycisphaerae_WD2101	-5.306501524	3.813559322	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerae_WD2101	Phycisphaerae_WD2101	Phycisphaerae_WD2101	-4.789111902	5.41986456	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaerales_SBYZ-1154	Phycisphaerales_SBYZ-1154	-4.918004559	2.37388724	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaera	-5.137546392	2.941176471	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaerales_AKAU3564 	Phycisphaerales_AKAU3564 	-4.686178851	3.021194605	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaerales_ODP1230B30	Phycisphaerales_ODP1230B30	-4.632119433	3.131949592	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaeraceae_SM1A02	-5.202493797	3.567901235	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaeraceae	Phycisphaeraceae_Urania-1B-19	-5.469685279	3.571428571	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaerales_ODP1230B30	Phycisphaerales_ODP1230B30	-5.058207142	3.634408602	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaerales	Phycisphaerales	-4.636967379	3.944911298	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaerales_ODP1230B30	Phycisphaerales_ODP1230B30	-4.823492646	4.753213368	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerales	Phycisphaerales_AKAU3564 	Phycisphaerales_AKAU3564 	-4.697262916	4.774535809	medium	Other
Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Anammoximicrobium	-4.863578205	3.207272727	medium	Other
Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula	-4.91553813	3.410526316	medium	Other
Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Blastopirellula	-4.839713777	4.03117506	medium	Other
Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomyces	-4.373641006	4.203667685	medium	Other
Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomycetaceae	-3.424326367	5.421612628	medium	Other
Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pirellula	-4.897533491	6.084444444	medium	Other
Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomycetaceae	-3.980805118	6.508224984	medium	Other
Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomycetaceae_Pir4 	-3.660737972	6.668640664	medium	Other
Bacteria	Planctomycetes	Planctomycetes_MD2896-B258	Planctomycetes_MD2896-B258	Planctomycetes_MD2896-B258	Planctomycetes_MD2896-B258	-5.044327764	4.235294118	medium	Other
Bacteria	Planctomycetes	Planctomycetes_OM190	Planctomycetes_OM190	Planctomycetes_OM190	Planctomycetes_OM190	-5.536078016	1.882352941	medium	Other
Bacteria	Planctomycetes	Planctomycetes_OM190	Planctomycetes_OM190	Planctomycetes_OM190	Planctomycetes_OM190	-4.64752661	3.592523364	medium	Other
Bacteria	Planctomycetes	Planctomycetes_Pla3 	Planctomycetes_Pla3 	Planctomycetes_Pla3 	Planctomycetes_Pla3 	-5.631031907	1.96	medium	Other
Bacteria	Planctomycetes	Planctomycetes_Pla3 	Planctomycetes_Pla3 	Planctomycetes_Pla3 	Planctomycetes_Pla3 	-5.379577148	2.770491803	medium	Other
Bacteria	Planctomycetes	Planctomycetes_Pla4	Planctomycetes_Pla4	Planctomycetes_Pla4	Planctomycetes_Pla4	-5.128291336	4.101694915	medium	Other
Bacteria	Planctomycetes	Planctomycetes_Pla4	Planctomycetes_Pla4	Planctomycetes_Pla4	Planctomycetes_Pla4	-4.882124557	5.982206406	medium	Other
Bacteria	Planctomycetes	Planctomycetes_Pla4	Planctomycetes_Pla4	Planctomycetes_Pla4	Planctomycetes_Pla4	-3.555816202	6.818914586	medium	Other
Bacteria	Planctomycetes	Planctomycetes_vadinHA49	Planctomycetes_vadinHA49	Planctomycetes_vadinHA49	Planctomycetes_vadinHA49	-5.002503828	3.454976303	medium	Other
Bacteria	Planctomycetes	Planctomycetes_vadinHA49	Planctomycetes_vadinHA49	Planctomycetes_vadinHA49	Planctomycetes_vadinHA49	-5.477457913	3.857142857	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Methylobacterium	-5.273060526	1.550458716	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bradyrhizobium	-4.814375085	1.8	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_KF-JG30-B3	Rhizobiales_KF-JG30-B3	-5.105289083	1.892703863	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Bradyrhizobiaceae	Bosea	-5.373447768	1.945945946	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_JG34-KF-361	Rhizobiales_JG34-KF-361	-5.524301286	2	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Methylobacteriaceae	Microvirga	-5.308903641	2	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales	Rhizobiales	-4.692501461	2.006688963	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Pseudolabrys	-4.486144628	2.888983291	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_A0839	Rhizobiales_A0839	-4.702294624	3.47486631	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales Incertae Sedis	Nordella	-4.654170029	3.981718464	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Xanthobacteraceae	Xanthobacteraceae	-4.124212099	5.471030697	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhizobiales_MNG7	Rhizobiales_MNG7	-4.036190091	5.548202189	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Hyphomicrobiaceae	Pedomicrobium	-4.246412117	5.987533393	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Rhodobiaceae	Rhodobium	-3.874243435	6.633742013	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacter	-5.019874768	1.978823529	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae	-4.516587628	5.954911433	medium	Other
Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Methyloversatilis	-5.365480127	1.945945946	medium	Other
Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Denitratisoma	-4.879482623	2.996254682	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales	Rhodospirillales	-5.727934558	1.96	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Acetobacteraceae	-5.583734725	2	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_DA111_I-10	Rhodospirillales_DA111_I-10	-5.068668215	2.104377104	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_DA111_JG37-AG-20	Rhodospirillales_DA111_JG37-AG-20	-5.117363619	2.796116505	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales Incertae Sedis	Alysiosphaera	-4.829128224	3.725352113	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillales_DA111_MSB-1E8	Rhodospirillales_DA111_MSB-1E8	-4.995559615	3.911627907	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Acetobacteraceae	Roseomonas	-4.984739142	4.166666667	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus	-4.957748158	5.161137441	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae	-4.26986146	6.746700365	medium	Other
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Veillonellaceae	-3.923407869	2.25266451	medium	Other
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Veillonellaceae	Pelosinus	-4.580476729	2.610975012	medium	Other
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Acidaminococcaceae	Acidaminococcaceae	-2.903237673	4.879410944	medium	Other
Bacteria	Firmicutes	Negativicutes	Selenomonadales	Selenomonadales	Selenomonadales	-3.230356915	4.911714988	medium	Other
Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacterales_0319-6M6	Solirubrobacterales_0319-6M6	-5.663945399	2	medium	Other
Bacteria	Actinobacteria	Thermoleophilia	Solirubrobacterales	Solirubrobacterales	Solirubrobacterales	-3.400105843	6.471397913	medium	Other
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriales_ST-12K33	Sphingobacteriales_ST-12K33	-5.128868118	1.492227979	medium	Other
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriales_WCHB1-69	Sphingobacteriales_WCHB1-69	-5.291399364	1.6	medium	Other
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospiraceae	-4.988913977	2.361445783	medium	Other
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriales_ST-12K33	Sphingobacteriales_ST-12K33	-1.342278621	3.584258403	medium	Other
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Sphingobacteriales_WCHB1-69	Sphingobacteriales_WCHB1-69	-2.61393779	3.713409523	medium	Other
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Chitinophagaceae	-4.610678212	3.908964559	medium	Other
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Chitinophagaceae	-4.575955356	3.929834569	medium	Other
Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospiraceae	-4.888072624	4.954397394	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sandarakinorhabdus	-5.716943774	2	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Porphyrobacter	-5.068706035	2.593360996	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Erythrobacteraceae	Erythrobacteraceae	-4.69462285	3.015703069	medium	Other
Bacteria	Proteobacteria	Alphaproteobacteria	Sphingomonadales	Sphingomonadaceae	Sphingomonas	-4.256147254	6.234214787	medium	Other
Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta	-2.1864169	1.513145886	medium	Other
Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaetaceae_M2PT2-76	-5.514921283	1.6	medium	Other
Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Treponema	-1.344136033	2.41580512	medium	Other
Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Leptospiraceae	Leptospiraceae	-2.617213617	3.999749139	medium	Other
Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Brevinemataceae	Brevinema	-5.206719027	4.247058824	medium	Other
Bacteria	Spirochaetae	Spirochaetes	Spirochaetes_SHA-4	Spirochaetes_SHA-4	Spirochaetes_SHA-4	-3.110449641	1.830229052	medium	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophobacteraceae	Syntrophobacter	-3.030330805	4.247970878	medium	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Smithella	-1.972288243	5.261700399	medium	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Syntrophus	-2.31552134	6.944312115	medium	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Syntrophobacterales	Syntrophaceae	Desulfomonile	-3.278982863	6.949834772	medium	Other
Archaea	Thaumarchaeota	Thaumarchaeota_Group B	Thaumarchaeota_Group B	Thaumarchaeota_Group B	Thaumarchaeota_Group B	-5.373946216	2.86440678	medium	Other
Archaea	Thaumarchaeota	Thaumarchaeota_Group B	Thaumarchaeota_Group B	Thaumarchaeota_Group B	Thaumarchaeota_Group B	-4.715261947	6.704057279	medium	Other
Archaea	Thaumarchaeota	Thaumarchaeota_Group C3	Thaumarchaeota_Group C3	Thaumarchaeota_Group C3	Thaumarchaeota_Group C3	-5.585768906	2.666666667	medium	Other
Archaea	Thaumarchaeota	Thaumarchaeota_Group I	Thaumarchaeota_Group I	Thaumarchaeota_Group I	Thaumarchaeota_Group I	-5.817652526	1.923076923	medium	Other
Archaea	Thaumarchaeota	Thaumarchaeota_miscellaneous_Crenarchaeotic	Thaumarchaeota_miscellaneous_Crenarchaeotic	Thaumarchaeota_miscellaneous_Crenarchaeotic	Thaumarchaeota_miscellaneous_Crenarchaeotic	-5.301292134	1.923076923	medium	Other
Archaea	Thaumarchaeota	Thaumarchaeota_miscellaneous_Crenarchaeotic	Thaumarchaeota_miscellaneous_Crenarchaeotic	Thaumarchaeota_miscellaneous_Crenarchaeotic	Thaumarchaeota_miscellaneous_Crenarchaeotic	-4.959249133	3.947368421	medium	Other
Archaea	Thaumarchaeota	Thaumarchaeota_miscellaneous_Crenarchaeotic	Thaumarchaeota_miscellaneous_Crenarchaeotic	Thaumarchaeota_miscellaneous_Crenarchaeotic	Thaumarchaeota_miscellaneous_Crenarchaeotic	-5.0362986	4.25170068	medium	Other
Archaea	Thaumarchaeota	Thaumarchaeota_soil_Crenarchaeotic	Thaumarchaeota_soil_Crenarchaeotic	Thaumarchaeota_soil_Crenarchaeotic	Thaumarchaeota_soil_Crenarchaeotic	-4.960751349	2.16500994	medium	Other
Bacteria	Firmicutes	Clostridia	Thermoanaerobacterales	Thermoanaerobacterales_SRB2	Thermoanaerobacterales_SRB2	-4.300883726	2.926336375	medium	Other
Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmata_20a-9	Thermoplasmata_20a-9	Thermoplasmata_20a-9	-5.463693429	2.941176471	medium	Other
Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmatales	Thermoplasmatales	-5.34338875	1.642335766	medium	Other
Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmatales_ANT06-05	Thermoplasmatales_ANT06-06	-5.817652526	1.923076923	medium	Other
Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmatales_TMEG	Thermoplasmatales_TMEG	-5.541114395	2.454545455	medium	Other
Archaea	Euryarchaeota	Thermoplasmata	Thermoplasmatales	Thermoplasmatales_AMOS1A-4113-D04	Thermoplasmatales_AMOS1A-4113-D04	-4.585428686	4.747774481	medium	Other
Bacteria	Thermotogae	Thermotogae	Thermotogales	Thermotogaceae	Thermotogaceae_SC103	-5.358672967	3	medium	Other
