kingdom	phylum	class	order	family	genus	MeanRelAbund	niche_breadth	category	colorcode
Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	Thiomicrospira	-4.365715936	5.553846154	medium	Other
unclassified	unclassified	unclassified	unclassified	unclassified	unclassified	-3.95185486	6.289000719	medium	Other
Bacteria	Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	unclassified_Actinobacteria	-5.418875115	2.322580645	medium	Other
Bacteria	Armatimonadetes	unclassified_Armatimonadetes	unclassified_Armatimonadetes	unclassified_Armatimonadetes	unclassified_Armatimonadetes	-4.860803013	3.56206089	medium	Other
Bacteria	Armatimonadetes	unclassified_Armatimonadetes_SJA-171	unclassified_Armatimonadetes_SJA-171	unclassified_Armatimonadetes_SJA-171	unclassified_Armatimonadetes_SJA-171	-5.431105456	1.742268041	medium	Other
Bacteria	unclassified_Bacteria_ BRC1	unclassified_Bacteria_ BRC1	unclassified_Bacteria_ BRC1	unclassified_Bacteria_ BRC1	unclassified_Bacteria_ BRC1	-5.648913013	1.923076923	medium	Other
Bacteria	unclassified_Bacteria_ BRC1	unclassified_Bacteria_ BRC1	unclassified_Bacteria_ BRC1	unclassified_Bacteria_ BRC1	unclassified_Bacteria_ BRC1	-5.432372783	2.813953488	medium	Other
Bacteria	unclassified_Bacteria_ BRC1	unclassified_Bacteria_ BRC1	unclassified_Bacteria_ BRC1	unclassified_Bacteria_ BRC1	unclassified_Bacteria_ BRC1	-5.116170997	3.977443609	medium	Other
Bacteria	unclassified_Bacteria_ KB1	unclassified_Bacteria_ KB1	unclassified_Bacteria_ KB1	unclassified_Bacteria_ KB1	unclassified_Bacteria_ KB1	-4.094404229	5.532078371	medium	Other
Bacteria	unclassified_Bacteria_ OD1	unclassified_Bacteria_ OD1	unclassified_Bacteria_ OD1	unclassified_Bacteria_ OD1	unclassified_Bacteria_ OD1	-5.284612113	3.169014085	medium	Other
Bacteria	unclassified_Bacteria_ OD1	unclassified_Bacteria_ OD1	unclassified_Bacteria_ OD1	unclassified_Bacteria_ OD1	unclassified_Bacteria_ OD1	-4.251217031	5.844693184	medium	Other
Bacteria	unclassified_Bacteria_ OD1	unclassified_Bacteria_ OD1	unclassified_Bacteria_ OD1	unclassified_Bacteria_ OD1	unclassified_Bacteria_ OD1	-4.238580441	6.784615385	medium	Other
Bacteria	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	-5.554899688	2.793103448	medium	Other
Bacteria	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	-5.548330849	2.882352941	medium	Other
Bacteria	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	-5.099542049	3.078817734	medium	Other
Bacteria	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	-5.306043398	3.571428571	medium	Other
Bacteria	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	unclassified_Bacteria_ OP11	-4.751905554	6.901719902	medium	Other
Bacteria	unclassified_Bacteria_ OP3	unclassified_Bacteria_ OP3	unclassified_Bacteria_ OP3	unclassified_Bacteria_ OP3	unclassified_Bacteria_ OP3	-5.42917116	1.861538462	medium	Other
Bacteria	unclassified_Bacteria_ OP3	unclassified_Bacteria_ OP3	unclassified_Bacteria_ OP3	unclassified_Bacteria_ OP3	unclassified_Bacteria_ OP3	-5.161614515	2.272727273	medium	Other
Bacteria	unclassified_Bacteria_ OP3	unclassified_Bacteria_ OP3	unclassified_Bacteria_ OP3	unclassified_Bacteria_ OP3	unclassified_Bacteria_ OP3	-4.436728431	5.59561753	medium	Other
Bacteria	unclassified_Bacteria_ OP9	unclassified_Bacteria_ OP9	unclassified_Bacteria_ OP9	unclassified_Bacteria_ OP9	unclassified_Bacteria_ OP9	-4.671426498	5.823161189	medium	Other
Bacteria	unclassified_Bacteria_ SR1	unclassified_Bacteria_ SR1	unclassified_Bacteria_ SR1	unclassified_Bacteria_ SR1	unclassified_Bacteria_ SR1	-5.311904617	2.88	medium	Other
Bacteria	unclassified_Bacteria_ WS3	unclassified_Bacteria_ WS3	unclassified_Bacteria_ WS3	unclassified_Bacteria_ WS3	unclassified_Bacteria_ WS3	-4.927724246	2.271867612	medium	Other
Bacteria	unclassified_Bacteria_ WS3	unclassified_Bacteria_ WS3	unclassified_Bacteria_ WS3	unclassified_Bacteria_ WS3	unclassified_Bacteria_ WS3	-4.830908865	3.456074766	medium	Other
Bacteria	unclassified_Bacteria_ WS3	unclassified_Bacteria_ WS3	unclassified_Bacteria_ WS3	unclassified_Bacteria_ WS3	unclassified_Bacteria_ WS3	-4.94132303	4.153846154	medium	Other
Bacteria	unclassified_Bacteria_Hyd24-12	unclassified_Bacteria_Hyd24-13	unclassified_Bacteria_Hyd24-14	unclassified_Bacteria_Hyd24-15	unclassified_Bacteria_Hyd24-16	-5.046027763	4.82781457	medium	Other
Bacteria	unclassified_Bacteria_JL-ETNP-Z39	unclassified_Bacteria_JL-ETNP-Z39	unclassified_Bacteria_JL-ETNP-Z39	unclassified_Bacteria_JL-ETNP-Z39	unclassified_Bacteria_JL-ETNP-Z39	-4.752388481	4.850505051	medium	Other
Bacteria	unclassified_Bacteria_LD1-PA38	unclassified_Bacteria_LD1-PA38	unclassified_Bacteria_LD1-PA38	unclassified_Bacteria_LD1-PA38	unclassified_Bacteria_LD1-PA38	-5.517657798	2.793103448	medium	Other
Bacteria	unclassified_Bacteria_NPL-UPA2	unclassified_Bacteria_NPL-UPA2	unclassified_Bacteria_NPL-UPA2	unclassified_Bacteria_NPL-UPA2	unclassified_Bacteria_NPL-UPA2	-5.422412008	1.724137931	medium	Other
Bacteria	unclassified_Bacteria_NPL-UPA2	unclassified_Bacteria_NPL-UPA2	unclassified_Bacteria_NPL-UPA2	unclassified_Bacteria_NPL-UPA2	unclassified_Bacteria_NPL-UPA2	-5.519625088	1.923076923	medium	Other
Bacteria	unclassified_Bacteria_NPL-UPA2	unclassified_Bacteria_NPL-UPA2	unclassified_Bacteria_NPL-UPA2	unclassified_Bacteria_NPL-UPA2	unclassified_Bacteria_NPL-UPA2	-4.926988601	4.84	medium	Other
Bacteria	unclassified_Bacteria_SHA-109	unclassified_Bacteria_SHA-109	unclassified_Bacteria_SHA-109	unclassified_Bacteria_SHA-109	unclassified_Bacteria_SHA-109	-4.846311377	2.875236295	medium	Other
Bacteria	unclassified_Bacteria_TA06	unclassified_Bacteria_TA06	unclassified_Bacteria_TA06	unclassified_Bacteria_TA06	unclassified_Bacteria_TA06	-5.249414476	1.994475138	medium	Other
Bacteria	unclassified_Bacteria_TA06	unclassified_Bacteria_TA06	unclassified_Bacteria_TA06	unclassified_Bacteria_TA06	unclassified_Bacteria_TA06	-4.12987458	6.043832824	medium	Other
Bacteria	unclassified_Bacteria_TA06	unclassified_Bacteria_TA06	unclassified_Bacteria_TA06	unclassified_Bacteria_TA06	unclassified_Bacteria_TA06	-4.787265108	6.222535211	medium	Other
Bacteria	unclassified_Bacteria_TM6	unclassified_Bacteria_TM6	unclassified_Bacteria_TM6	unclassified_Bacteria_TM6	unclassified_Bacteria_TM6	-5.428814332	1.923076923	medium	Other
Bacteria	unclassified_Bacteria_TM6	unclassified_Bacteria_TM6	unclassified_Bacteria_TM6	unclassified_Bacteria_TM6	unclassified_Bacteria_TM6	-4.960434225	3.590062112	medium	Other
Bacteria	unclassified_Bacteria_TM6	unclassified_Bacteria_TM6	unclassified_Bacteria_TM6	unclassified_Bacteria_TM6	unclassified_Bacteria_TM6	-4.896818466	3.888888889	medium	Other
Bacteria	unclassified_Bacteria_WCHB1-60	unclassified_Bacteria_WCHB1-60	unclassified_Bacteria_WCHB1-60	unclassified_Bacteria_WCHB1-60	unclassified_Bacteria_WCHB1-60	-5.723223669	1.923076923	medium	Other
Bacteria	Bacteroidetes	unclassified_Bacteroidetes	unclassified_Bacteroidetes	unclassified_Bacteroidetes	unclassified_Bacteroidetes	-3.199652215	2.457368408	medium	Other
Bacteria	Proteobacteria	Betaproteobacteria	unclassified_Betaproteobacteria	unclassified_Betaproteobacteria	unclassified_Betaproteobacteria	-4.554817659	3.804994055	medium	Other
Bacteria	Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	-5.612309873	1.6	medium	Other
Bacteria	Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	-4.999230201	5.157894737	medium	Other
Bacteria	Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	unclassified_Chloroflexi	-3.839348587	6.624939012	medium	Other
Bacteria	Cyanobacteria	Chloroplast	unclassified_Chloroplast	unclassified_Chloroplast	unclassified_Chloroplast	-4.567434086	3.267303103	medium	Other
Bacteria	Cyanobacteria	Chloroplast	unclassified_Chloroplast	unclassified_Chloroplast	unclassified_Chloroplast	-4.677628799	4.833502538	medium	Other
Bacteria	Cyanobacteria	Chloroplast	unclassified_Chloroplast	unclassified_Chloroplast	unclassified_Chloroplast	-3.847420308	6.273033796	medium	Other
Bacteria	Cyanobacteria	Cyanobacteria	unclassified_Cyanobacteria	unclassified_Cyanobacteria	unclassified_Cyanobacteria	-3.943657528	5.209235684	medium	Other
Bacteria	Fibrobacteres	Fibrobacteria	unclassified_Fibrobacteria	unclassified_Fibrobacteria	unclassified_Fibrobacteria	-5.429761679	2.272727273	medium	Other
Bacteria	Firmicutes	unclassified_Firmicutes	unclassified_Firmicutes	unclassified_Firmicutes	unclassified_Firmicutes	-4.934702612	5.12	medium	Other
Bacteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	-5.448577587	1.923076923	medium	Other
Bacteria	Proteobacteria	Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	unclassified_Gammaproteobacteria	-4.4593026	2.997343075	medium	Other
Bacteria	Acidobacteria	Holophagae	unclassified_Holophagae	unclassified_Holophagae	unclassified_Holophagae	-3.793878196	6.111826594	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	unclassified_Phycisphaerae	unclassified_Phycisphaerae	unclassified_Phycisphaerae	-4.77556077	2.106072874	medium	Other
Bacteria	Planctomycetes	Phycisphaerae	unclassified_Phycisphaerae	unclassified_Phycisphaerae	unclassified_Phycisphaerae	-4.503443381	6.188118812	medium	Other
Bacteria	Planctomycetes	unclassified_Planctomycetes	unclassified_Planctomycetes	unclassified_Planctomycetes	unclassified_Planctomycetes	-3.922403432	6.140350877	medium	Other
Bacteria	Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	unclassified_Proteobacteria	-4.293618001	5.360759494	medium	Other
Bacteria	Spirochaetae	Spirochaetes	unclassified_Spirochaetes	unclassified_Spirochaetes	unclassified_Spirochaetes	-2.556952195	3.191249691	medium	Other
Bacteria	Spirochaetae	Spirochaetes	unclassified_Spirochaetes	unclassified_Spirochaetes	unclassified_Spirochaetes	-2.896397103	3.720745937	medium	Other
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiales_DEV007	Verrucomicrobiales_DEV007	-5.201085337	1.710059172	medium	Other
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiales_DEV007	Verrucomicrobiales_DEV007	-5.220426279	2.805825243	medium	Other
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobiaceae	-4.922831944	3.319783198	medium	Other
Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Verrucomicrobiaceae	-4.377862577	5.223332144	medium	Other
Bacteria	Verrucomicrobia	Verrumicrobia_OPB35 	Verrumicrobia_OPB35 	Verrumicrobia_OPB35 	Verrumicrobia_OPB35 	-5.529666556	2	medium	Other
Bacteria	Verrucomicrobia	Verrumicrobia_S-BQ2-57 	Verrumicrobia_S-BQ2-57 	Verrumicrobia_S-BQ2-57 	Verrumicrobia_S-BQ2-57 	-5.389268029	3.428571429	medium	Other
Bacteria	Lentisphaerae	Lentisphaeria	Victivallales	Victivallaceae	Victivallis	-4.430041655	1.743012704	medium	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales	Xanthomonadales	-4.821451194	1.666092943	medium	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Lysobacter	-5.308146804	1.742268041	medium	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Arenimonas	-5.174105117	1.975609756	medium	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales	Xanthomonadales	-5.214764388	3.306122449	medium	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales	Xanthomonadales	-4.932654266	3.794425087	medium	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadaceae	Xanthomonadaceae	-4.530461494	3.946308725	medium	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales_JTB255	Xanthomonadales_JTB255	-4.719237161	4.090029042	medium	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales Incertae Sedis	Competibacter	-4.793475732	4.353909465	medium	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales	Xanthomonadales	-4.571929388	4.566409597	medium	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales	Xanthomonadales	-3.610436977	6.834492677	medium	Other
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidimicrobiaceae	-5.136175851	1.470588235	specialist	Other
Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiales_OM1 clade	Acidimicrobiales_OM1 clade	-3.725775339	6.990660081	medium	Other
Bacteria	Acidobacteria	Acidobacteria	Acidobacteria_Subgrp6	Acidobacteria_Subgrp6	Acidobacteria_Subgrp6	-4.17711084	7.076107089	generalist	Other
Bacteria	Actinobacteria	Actinobacteria_OPB41	Actinobacteria_OPB41	Actinobacteria_OPB41	Actinobacteria_OPB41	-3.796168567	7.174628701	generalist	Other
Bacteria	Actinobacteria	Actinobacteria_OPB41	Actinobacteria_OPB41	Actinobacteria_OPB41	Actinobacteria_OPB41	-3.474430892	7.497877789	generalist	Other
Bacteria	Actinobacteria	Actinobacteria_OPB41	Actinobacteria_OPB41	Actinobacteria_OPB41	Actinobacteria_OPB41	-3.284171972	10.07116253	generalist	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Aeromonadales	Aeromonadaceae	Aeromonas	-2.811389138	1.460284474	specialist	Other
Bacteria	Armatimonadetes	Armatimonadetes_Armatimonadetes	Armatimonadetes_Armatimonadetes	Armatimonadetes_Armatimonadetes	Armatimonadetes_Armatimonadetes	-4.164747316	7.158058252	generalist	Other
Bacteria	Bacteroidetes	Bacteroidetes_BD2-2	Bacteroidetes_BD2-2	Bacteroidetes_BD2-2	Bacteroidetes_BD2-2	-3.570173922	7.762643251	generalist	Other
Bacteria	Bacteroidetes	Bacteroidetes_BD2-2	Bacteroidetes_BD2-2	Bacteroidetes_BD2-2	Bacteroidetes_BD2-2	-3.893327896	8.438465251	generalist	Other
Bacteria	Bacteroidetes	Bacteroidetes_SB-1	Bacteroidetes_SB-1	Bacteroidetes_SB-1	Bacteroidetes_SB-1	-3.778101179	1.02739212	specialist	Other
Bacteria	Bacteroidetes	Bacteroidetes_SB-5	Bacteroidetes_SB-5	Bacteroidetes_SB-5	Bacteroidetes_SB-5	-2.145973059	1.062637277	specialist	Other
Bacteria	Bacteroidetes	Bacteroidetes_SB-5	Bacteroidetes_SB-5	Bacteroidetes_SB-5	Bacteroidetes_SB-5	-3.480314722	8.551849804	generalist	Other
Bacteria	Bacteroidetes	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17	-2.70893189	7.206508496	generalist	Other
Bacteria	Bacteroidetes	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17	Bacteroidetes_vadinHA17	-3.321169839	9.690377748	generalist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Bacteriovoracaceae	-4.335102	8.103829787	generalist	Other
Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_B1-7BS	Betaproteobacteria_B1-7BS	Betaproteobacteria_B1-7BS	-3.70609863	8.988455582	generalist	Other
Bacteria	Proteobacteria	Betaproteobacteria	Betaproteobacteria_SC-I-84	Betaproteobacteria_SC-I-84	Betaproteobacteria_SC-I-84	-4.962753461	1	specialist	Other
Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilineaceae	-4.413765603	9.327024981	generalist	Other
Bacteria	Caldiserica	Caldisericia	Caldisericales	Caldisericales_WCHB1-02	Caldisericales_WCHB1-02	-3.316505961	7.918463604	generalist	Other
Bacteria	Caldiserica	Caldisericia	Caldisericales	Caldisericaceae	Caldisericum	-4.071976997	9.004305043	generalist	Other
Bacteria	Chlamydiae	Chlamydiae	Chlamydiales	Simkaniaceae	Simkaniaceae	-5.341231488	1.470588235	specialist	Other
Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiales_OPB56	Chlorobiales_OPB56	-4.319102855	1	specialist	Other
Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiales_OPB56	Chlorobiales_OPB56	-3.511307061	1.214311714	specialist	Other
Bacteria	Chlorobi	Chlorobia	Chlorobiales	Chlorobiales_SJA-28	Chlorobiales_SJA-28	-3.721884175	7.391782026	generalist	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidiferrobacter	-3.885331455	7.882533729	generalist	Other
Bacteria	Actinobacteria	Coriobacteriia	Coriobacteriales	Coriobacteriaceae	Coriobacteriaceae	-1.703097746	1.188812431	specialist	Other
Bacteria	Actinobacteria	Actinobacteria	Corynebacteriales	Mycobacteriaceae	Mycobacterium	-3.748785241	7.611746041	generalist	Other
Bacteria	Cyanobacteria	Cyanobacteria_ML635J-21	Cyanobacteria_ML635J-21	Cyanobacteria_ML635J-21	Cyanobacteria_ML635J-21	-3.211228448	1.0030045	specialist	Other
Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Cytophagaceae	Chryseolinea	-4.200122915	8.316346154	generalist	Other
Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacterales_LCP-89	Deferribacterales_LCP-89	-4.482561156	7.484892086	generalist	Other
Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacterales_SAR406 	Deferribacterales_SAR406 	-4.261775161	8.433783784	generalist	Other
Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacterales Incertae Sedis	Caldithrix	-3.738033728	10.21231731	generalist	Other
Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_GIF3	Dehalococcoidia_GIF3	Dehalococcoidia_GIF3	-3.581831052	7.450722585	generalist	Other
Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_GIF9	Dehalococcoidia_GIF9	Dehalococcoidia_GIF9	-3.594380141	10.06692694	generalist	Other
Bacteria	Chloroflexi	Dehalococcoidia	Dehalococcoidia_MSBL5	Dehalococcoidia_MSBL5	Dehalococcoidia_MSBL5	-3.525333856	9.266650343	generalist	Other
Bacteria	Deinococcus-Thermus	Deinococci	Deinococci_KD3-62	Deinococci_KD3-62	Deinococci_KD3-62	-4.236324176	8.218241042	generalist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_43F-1404R	Deltaproteobacteria_43F-1404R	Deltaproteobacteria_43F-1404R	-3.258781014	8.509286009	generalist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_Sh765B-TzT-29	Deltaproteobacteria_Sh765B-TzT-29	Deltaproteobacteria_Sh765B-TzT-29	-3.764734344	9.149143189	generalist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_Sva0485	Deltaproteobacteria_Sva0485	Deltaproteobacteria_Sva0485	-3.629655106	9.748279712	generalist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_Sva0485	Deltaproteobacteria_Sva0485	Deltaproteobacteria_Sva0485	-3.10476198	10.51313495	generalist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Deltaproteobacteria_Sva0485	Deltaproteobacteria_Sva0485	Deltaproteobacteria_Sva0485	-3.342564927	11.02849658	generalist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfarculus	-4.395623761	1	specialist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfarculaceae	-2.929382292	8.872381927	generalist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfovibrionales	Desulfomicrobiaceae	Desulfomicrobium	-1.129751486	11.29552037	generalist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfurellales	Desulfurellaceae	Desulfurellaceae	-4.823193985	7.310469314	generalist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadales_21f08	Desulfuromonadales_21f08	-2.920180667	1.180422795	specialist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Pelobacter	-4.112076577	1.364677635	specialist	Other
Bacteria	Dictyoglomi	Dictyoglomia	Dictyoglomales	Dictyoglomaceae	Dictyoglomus	-3.941722228	1.027205848	specialist	Other
Bacteria	Proteobacteria	Gammaproteobacteria	Enterobacteriales	Enterobacteriaceae	Enterobacteriaceae	-3.13216661	1	specialist	Other
Bacteria	Firmicutes	Erysipelotrichia	Erysipelotrichales	Erysipelotrichaceae	Erysipelotrichaceae	-3.840646682	1.144140571	specialist	Other
Bacteria	Fibrobacteres	Fibrobacteria	Fibrobacterales	Fibrobacteraceae	Fibrobacter	-3.023896817	1.056084593	specialist	Other
Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadales	Gemmatimonadaceae	Gemmatimonadaceae	-3.697541345	9.216248643	generalist	Other
Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes_BD2-11 	Gemmatimonadetes_BD2-11 	Gemmatimonadetes_BD2-11 	-5.382523345	1.438202247	specialist	Other
Bacteria	Firmicutes	Clostridia	Halanaerobiales	Halobacteroidaceae	Halobacteroidaceae	-4.480492567	1	specialist	Other
Archaea	Euryarchaeota	Halobacteria	Halobacteriales	Halobacteriales_DHVEG-13	Halobacteriales_DHVEG-13	-4.382278978	7.064826982	generalist	Other
Bacteria	Acidobacteria	Holophagae	Holophagae_Subgrp23	Holophagae_Subgrp23	Holophagae_Subgrp23	-4.892245515	1.405975395	specialist	Other
Bacteria	Proteobacteria	Betaproteobacteria	Hydrogenophilales	Hydrogenophilaceae	Thiobacillus	-3.210023218	9.942920075	generalist	Other
Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales	Ignavibacteriales_SR-FBR-L83	Ignavibacteriales_SR-FBR-L83	-2.138920528	1.332181181	specialist	Other
Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales	Ignavibacteriales_BSV26	Ignavibacteriales_BSV26	-3.642454478	7.010845599	generalist	Other
Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales	Ignavibacteriales_BSV26	Ignavibacteriales_BSV26	-3.971702057	7.05681124	generalist	Other
Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales	Ignavibacteriaceae	Ignavibacterium	-3.247257972	10.3745118	generalist	Other
Bacteria	Chlorobi	Ignavibacteria	Ignavibacteriales	Ignavibacteriales_BSV26	Ignavibacteriales_BSV26	-2.963865324	11.29497198	generalist	Other
Bacteria	Lentisphaerae	Lentisphaerae_RFP12 	Lentisphaerae_RFP12 	Lentisphaerae_RFP12 	Lentisphaerae_RFP12 	-4.661723466	1	specialist	Other
Bacteria	Lentisphaerae	Lentisphaerae_RFP12 	Lentisphaerae_RFP12 	Lentisphaerae_RFP12 	Lentisphaerae_RFP12 	-3.658625043	1	specialist	Other
Archaea	Euryarchaeota	Methanobacteria	Methanobacteriales	Methanobacteriaceae	Methanobacteriaceae	-4.205695839	1	specialist	Other
Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanomicrobiaceae	Methanoculleus	-2.494375674	1.028633745	specialist	Other
Archaea	Euryarchaeota	Methanomicrobia	Methanomicrobiales	Methanoregulaceae	Methanoregula	-4.19171072	1.154799009	specialist	Other
Archaea	Euryarchaeota	Methanomicrobia	Methanosarcinales	Methanosarcinaceae	Methanosarcina	-4.524471812	1.14071066	specialist	Other
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Micrococcales	Micrococcales	-4.401740686	1	specialist	Other
Bacteria	Actinobacteria	Actinobacteria	Micrococcales	Bogoriellaceae	Georgenia	-4.631883705	1.262008734	specialist	Other
Bacteria	Tenericutes	Mollicutes	Mollicutes_NB1-n	Mollicutes_NB1-n	Mollicutes_NB1-n	-1.73999738	11.95399519	generalist	Other
Bacteria	Tenericutes	Mollicutes	Mollicutes_RF9	Mollicutes_RF9	Mollicutes_RF9	-4.749228534	1.150650536	specialist	Other
Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Sandaracinaceae	Sandaracinaceae	-4.128679657	9.977758768	generalist	Other
Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospira	-4.526317908	7.237383178	generalist	Other
Bacteria	Nitrospirae	Nitrospira	Nitrospirales	Nitrospiraceae	Nitrospiraceae	-3.436369906	8.855616028	generalist	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerae_KCLunmb-38-53	Phycisphaerae_KCLunmb-38-53	Phycisphaerae_KCLunmb-38-53	-3.876254331	7.258560882	generalist	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerae_MSBL9	Phycisphaerae_MSBL9	Phycisphaerae_MSBL9	-5.303948398	1.342281879	specialist	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerae_MSBL9	Phycisphaerae_MSBL9	Phycisphaerae_MSBL9	-4.037020724	8.969030969	generalist	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerae_MSBL9	Phycisphaerae_MSBL9	Phycisphaerae_MSBL9	-3.796596259	9.489421721	generalist	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerae_ODP1230B30.09	Phycisphaerae_ODP1230B30.09	Phycisphaerae_ODP1230B30.09	-4.268308448	10.03960396	generalist	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerae_Pla1	Phycisphaerae_Pla1	Phycisphaerae_Pla1	-4.046935045	8.103725347	generalist	Other
Bacteria	Planctomycetes	Phycisphaerae	Phycisphaerae_SHA-43	Phycisphaerae_SHA-43	Phycisphaerae_SHA-43	-4.234708042	8.037363778	generalist	Other
